id,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,earliest_cr_line
352747,0,0,120,130,5,0,5680,0.27,11,7/18/2003 3:22
352749,0,0,38,130,3,0,5688,0.69,8,5/18/1986 1:17
352752,0,3,78,87,9,1,10832,0.56,20,2/25/1996 1:11
352787,0,3,39,130,8,0,3574,0.61,15,5/8/1988 12:17
352816,0,1,120,130,19,0,7438,0.32,36,12/17/1997 12:26
352830,0,2,26,130,3,0,3321,0.51,9,11/7/1999 5:31
352873,0,0,38,130,9,0,15478,0.96,29,4/27/1996 8:48
352928,0,3,120,130,4,0,117,0.05,10,11/12/2004 6:49
352948,0,0,120,130,14,0,12760,0.11,32,6/3/1995 1:08
352990,1,0,15,130,7,0,37864,0.98,17,1/10/1994 6:26
353024,0,1,120,130,8,0,12247,0.67,15,11/22/1995 7:45
353062,0,0,28,108,15,1,7465,0.75,23,12/18/1992 12:20
353071,0,0,120,130,7,0,16225,0.56,13,7/21/1992 4:42
353115,0,1,120,130,7,0,10029,0.85,9,5/1/2002 11:53
353126,0,0,38,130,6,0,1857,0.34,19,8/26/1998 3:24
353150,0,1,120,130,11,0,1905,0.27,17,5/27/2003 8:34
353151,0,1,120,130,6,0,2548,0.28,10,11/26/1997 6:50
353189,0,2,25,130,13,0,27087,0.97,21,12/20/1992 11:33
353191,0,2,120,130,13,0,64451,0.92,26,2/12/2000 12:03
353195,0,0,39,130,12,0,7595,0.87,37,3/31/1991 12:21
353199,0,1,120,130,18,0,29735,0.67,32,10/9/2000 1:51
353203,0,1,120,130,7,0,5538,0.96,11,6/20/2004 2:55
353220,0,1,120,130,16,0,63353,0.77,36,11/15/1993 4:38
353246,0,1,60,130,11,0,3280,0.29,33,11/20/1998 8:24
353317,0,5,120,130,8,0,835,0.02,10,10/17/1993 6:31
353338,0,3,120,96,6,1,4225,0.29,15,5/2/1991 4:35
353365,2,1,3,130,9,0,5134,0.14,15,6/1/1991 1:59
353366,2,0,7,130,16,0,18265,0.47,28,6/30/1974 1:10
353370,0,8,28,130,19,0,9347,0.14,38,4/29/1994 4:23
353371,0,1,120,130,4,0,22595,0.62,7,12/10/2000 1:07
353381,0,0,65,130,10,0,6353,0.46,28,10/17/1999 3:19
353417,0,3,57,130,28,0,2188,0.28,35,10/6/1996 7:51
353423,1,0,23,130,3,0,3623,0.91,9,10/30/1991 9:15
353472,0,3,120,130,3,0,886,0.25,5,10/3/1996 4:26
353548,0,3,120,54,13,1,6288,0.22,16,11/4/1996 11:58
353584,1,1,17,130,6,0,3318,0.35,17,1/23/1989 1:58
353589,0,1,49,130,10,0,7708,0.49,15,6/12/2001 2:46
353601,0,0,120,130,7,0,4169,0.18,13,4/4/1997 3:26
353624,0,0,120,130,5,0,4158,0.2,11,7/2/2003 7:31
353636,0,1,79,88,9,1,10679,0.55,20,2/10/1996 12:32
353641,0,0,60,130,7,0,22906,0.76,22,12/12/1995 7:27
353675,0,1,30,67,5,1,2379,0.68,10,10/27/1998 1:50
353677,0,0,120,130,4,0,0,0,9,3/22/1994 2:12
353784,0,0,120,130,9,0,14813,0.37,19,3/6/1987 9:11
353851,1,0,12,130,14,0,16979,0.41,21,3/9/1996 2:46
353886,0,0,120,130,22,0,2420,0.06,27,1/2/2004 1:31
353933,0,2,82,130,10,0,1244,0.44,18,9/25/1999 9:22
354001,0,6,120,130,9,0,5063,0.41,22,4/18/2001 8:12
354041,0,2,120,130,6,0,19487,0.89,7,9/28/1993 11:37
354050,0,0,58,130,9,0,7350,0.37,17,2/7/1986 2:55
354076,0,0,38,130,13,0,16881,0.51,23,2/6/1993 5:43
354087,0,0,56,130,7,0,7440,0.9,18,10/15/1999 11:28
354098,0,2,59,45,9,1,10363,0.71,13,12/18/1995 11:51
354101,0,1,25,130,12,0,22796,0.52,21,7/12/1991 1:27
354117,0,3,120,130,14,0,767,0.04,17,9/1/2004 5:02
354219,0,0,120,130,8,0,25925,0.66,14,6/16/2002 7:33
354226,0,1,120,130,8,0,598,0.03,10,2/6/2004 10:12
354245,1,2,10,130,7,0,7474,0.36,9,8/21/2001 11:35
354246,0,2,120,130,11,0,5578,0.09,27,2/19/1996 11:12
354261,0,2,67,130,17,0,12785,0.77,29,5/5/1993 4:40
354273,0,1,50,130,9,0,3421,0.22,13,12/25/2000 8:03
354297,0,0,120,130,6,0,5424,0.99,11,2/16/1991 9:54
354444,0,2,24,130,12,0,536,0.09,15,1/3/1994 12:51
354583,0,1,120,130,6,0,23806,0.61,7,10/23/2003 1:12
354604,0,3,120,130,5,0,23280,0.92,17,5/26/1996 2:47
354715,0,1,120,130,10,0,10399,0.31,19,11/29/1995 7:53
354798,0,0,120,130,13,0,73150,0.73,38,2/10/1988 7:15
354818,0,0,120,130,13,0,57152,0.79,31,11/22/1991 6:49
354885,0,0,120,130,4,0,2400,0.36,5,7/14/1999 10:52
354986,0,2,120,73,9,1,33102,0.99,19,9/30/1990 9:34
355011,0,1,120,130,8,0,15715,0.22,17,11/9/1994 6:11
355228,0,1,120,130,12,0,21659,0.5,20,8/12/2002 9:44
355380,0,6,120,130,6,0,0,0,7,1/19/1988 3:41
355405,0,0,120,130,6,0,12183,0.45,24,6/3/1991 2:37
355467,0,3,120,130,7,0,26040,0.49,25,4/23/1999 2:51
355476,0,0,44,130,7,0,2801,0.64,23,11/19/1999 11:20
355485,0,2,81,130,21,0,17550,0.39,30,8/12/1995 2:58
355587,0,2,120,130,9,0,11781,0.59,14,9/28/1992 7:04
355666,0,2,120,130,9,0,68895,0.42,32,2/24/1988 3:28
355680,0,0,32,130,6,0,2440,0.09,27,9/19/1974 10:28
355721,0,0,120,130,14,0,31518,0.93,25,7/15/1990 8:25
355745,0,1,24,130,12,0,15146,0.27,22,9/8/1991 5:41
355762,0,2,120,130,6,0,8247,0.11,9,9/19/1996 1:14
355876,0,1,30,130,8,0,10655,0.69,20,5/16/1996 9:12
355919,0,1,79,130,11,0,9344,0.79,34,8/4/1998 2:05
355954,0,1,120,130,13,0,8935,0.28,15,8/9/2003 12:00
356125,0,1,120,130,5,0,1087,0.11,6,4/18/2002 10:19
356159,0,1,44,97,8,1,17558,0.62,19,7/22/1984 1:14
356181,0,2,120,130,21,0,11579,0.37,34,3/1/2000 6:41
356246,0,0,120,90,6,1,5260,0.92,10,6/2/1994 10:25
356274,0,0,30,130,9,0,86,0.01,20,11/3/1999 2:52
356308,0,2,120,130,6,0,15611,0.21,9,9/20/1996 10:21
356330,0,0,120,130,12,0,2967,0.05,27,5/29/1972 6:33
356340,0,1,120,130,7,0,10318,0.31,7,4/7/2005 12:39
356367,0,1,73,130,9,0,2733,0.15,17,4/25/1996 9:06
356431,0,0,120,130,3,0,13673,0.58,11,2/10/1993 2:10
356473,0,0,28,130,3,0,3171,0.77,4,7/19/2003 11:10
356490,0,0,120,130,21,0,44198,0.52,39,3/9/1988 6:38
356546,0,1,40,130,13,0,15030,0.52,32,8/14/1987 11:48
356549,0,1,32,130,9,0,5129,0.35,23,11/18/2003 11:34
356558,0,0,120,130,9,0,12596,0.46,11,5/22/2003 2:29
356601,0,1,120,130,19,0,25588,0.58,33,10/5/2000 12:53
356699,0,1,120,130,13,0,14538,0.32,30,2/12/1988 5:28
356756,0,1,120,130,5,0,199,0.02,6,11/27/1996 12:05
356784,0,2,71,130,13,0,3109,0.43,19,11/2/2001 5:21
356798,1,3,9,130,13,0,20227,0.41,47,11/26/1991 6:45
356919,0,3,120,130,8,0,4496,0.1,11,2/1/2000 2:32
357066,0,3,120,130,11,0,2775,0.14,18,3/9/1996 3:37
357157,1,0,16,130,17,0,2801,0.07,42,2/15/1995 7:10
357165,0,0,46,130,13,0,6796,0.32,41,3/31/1998 10:20
357184,0,3,120,130,14,0,27491,0.56,53,11/26/1998 10:02
357202,0,0,120,130,5,0,5062,0.86,6,9/26/2004 12:00
357380,3,0,23,130,12,0,1030,0.05,15,1/23/2000 5:11
357509,0,2,120,130,13,0,5419,0.31,22,11/12/1999 6:41
357595,2,0,18,130,13,0,5014,0.18,24,9/6/1988 3:38
357683,0,0,120,130,7,0,2731,0.98,10,4/9/1998 4:12
357812,0,0,48,130,5,0,3266,0.5,19,1/20/1996 7:56
357864,0,2,46,130,11,0,1818,0.3,29,1/9/1998 3:50
357867,0,0,120,130,5,0,843,0.3,6,8/29/2005 6:43
357872,0,1,120,130,9,0,26784,0.64,24,1/1/1999 1:43
357873,0,1,120,130,8,0,17194,0.55,18,12/1/1998 4:45
357874,0,7,120,130,12,0,8855,0.31,51,6/30/1993 7:36
357875,0,0,120,130,10,0,39979,0.5,26,12/16/1995 12:54
357878,0,0,56,130,6,0,590,0.84,15,1/25/1994 6:03
357881,0,1,30,130,10,0,8575,0.25,29,11/27/1987 10:37
357882,0,3,120,130,17,0,42703,0.4,35,12/15/1995 8:17
357883,0,1,120,130,16,0,4889,0.11,21,6/13/2001 3:34
357884,0,0,120,130,12,0,120338,0.48,31,5/5/1993 6:28
357885,0,1,31,130,9,0,86,0.01,44,10/13/1996 12:47
357886,0,0,120,130,12,0,26571,0.34,39,5/20/1998 6:46
357887,0,0,120,130,3,0,37,0,14,12/24/1999 7:37
357888,1,0,23,130,11,0,12336,0.46,22,5/3/1992 9:22
357913,0,2,73,130,11,0,10537,0.41,23,11/22/1995 3:53
357973,0,1,80,130,3,0,3153,0.3,6,3/8/1999 1:11
357979,0,1,60,130,10,0,3392,0.09,30,12/30/1982 1:26
358230,0,0,120,130,10,0,41893,0.63,23,2/12/1992 4:50
358261,0,2,45,130,3,0,255,0.15,7,12/5/2004 9:06
358280,0,1,68,130,11,0,19099,0.89,44,12/20/1992 12:30
358312,0,2,120,130,9,0,1932,0.11,14,1/20/2002 12:54
358326,0,0,120,130,4,0,10197,0.76,8,12/28/1994 1:34
358343,0,1,120,92,25,1,9282,0.15,36,7/1/1994 4:25
358372,0,2,120,130,11,0,7171,0.11,22,1/8/1970 7:17
358417,0,0,120,130,9,0,1579,0.07,31,7/3/1971 6:13
358421,0,0,120,130,10,0,33256,0.74,15,11/12/2003 5:29
358461,0,1,120,130,6,0,9735,0.72,9,3/11/2004 10:20
358470,0,0,120,130,8,0,12341,0.31,14,12/8/1998 11:01
358508,0,0,120,130,8,0,14154,0.86,16,2/15/2003 2:46
358509,0,0,120,130,9,0,4988,0.15,23,5/3/1992 6:27
358545,2,1,10,130,7,0,9925,0.45,24,2/2/1994 6:45
358547,0,2,120,130,9,0,36976,0.53,26,5/13/1992 7:51
358548,1,1,15,130,7,0,6349,0.45,23,8/17/1991 7:56
358557,0,1,47,118,9,1,22897,0.65,25,7/2/1994 8:43
358564,0,0,55,130,15,0,35114,0.53,53,6/12/1992 10:04
358566,1,1,14,130,16,0,31081,0.28,47,1/24/1990 10:01
358621,0,3,63,130,12,0,6770,0.21,29,6/12/1998 6:16
358633,0,1,120,130,15,0,6528,0.14,32,5/2/2000 8:14
358695,0,1,120,130,6,0,11738,0.3,12,3/12/2004 12:39
358702,0,2,120,130,9,0,31752,0.53,28,1/15/1992 1:08
358734,0,1,120,130,6,0,6201,0.67,9,8/4/2005 5:25
358748,0,0,120,130,18,0,23891,0.19,34,3/21/1991 5:38
358778,0,0,27,130,7,0,15217,0.58,10,11/10/1998 1:17
358810,0,0,120,130,9,0,2193,0.07,18,1/14/1998 8:32
358822,0,3,41,54,9,1,0,0,24,6/16/1986 11:09
358826,0,1,36,130,7,0,14320,0.68,7,10/25/2001 11:35
358873,0,0,120,130,18,0,28938,0.23,34,3/22/1991 6:18
358905,0,1,120,77,11,1,17297,0.78,32,6/5/1994 6:21
358926,0,0,120,110,13,1,5595,0.15,25,2/14/1998 9:21
358960,0,0,120,130,15,0,8301,0.38,52,5/19/1992 2:18
358967,2,2,9,130,16,0,12792,0.51,53,1/23/1985 2:49
358976,0,0,31,130,6,0,6410,0.41,14,6/3/1983 5:03
359119,1,0,20,130,10,0,1369,0.06,24,5/14/1987 12:32
359168,0,1,120,130,14,0,34565,0.89,28,9/8/1999 3:01
359175,0,3,120,130,4,0,2535,0.51,15,5/25/2000 10:18
359183,0,3,120,130,11,0,35692,0.4,16,10/15/1992 7:38
359243,0,2,120,130,4,0,4541,0.97,11,9/28/1996 1:04
359401,0,1,75,130,3,0,1966,0.94,14,12/25/1990 12:11
359409,1,1,15,130,16,0,3139,0.51,25,10/19/2003 12:10
359428,0,1,120,130,11,0,19998,0.18,23,5/3/1995 3:41
359449,3,1,12,130,12,0,257,0.06,31,8/6/1994 5:05
359462,0,1,34,130,8,0,1995,0.31,16,2/11/1999 5:15
359468,0,3,120,130,17,0,14827,0.44,39,4/22/1997 6:34
359540,0,0,120,130,3,0,1442,0.14,15,3/29/1996 7:44
359543,0,0,120,130,17,0,29046,0.42,30,2/17/1998 7:10
359544,0,1,120,130,8,0,6725,0.44,13,11/4/2000 1:09
359600,0,2,120,130,13,0,36073,0.73,24,2/26/2002 12:53
359672,0,3,120,130,9,0,15655,0.44,31,7/30/1990 1:04
359689,0,0,120,97,7,1,5680,0.25,9,2/21/2003 4:46
359696,0,0,120,130,4,0,58753,0.94,11,1/8/2000 5:57
359706,0,1,120,130,9,0,21462,0.41,11,6/8/1994 8:44
359708,0,0,120,130,15,0,26845,0.81,22,10/24/2002 9:12
359716,1,1,12,130,14,0,13706,0.46,23,1/30/1996 10:31
359727,0,1,120,130,5,0,1774,0.13,11,4/3/2001 5:08
359757,1,1,15,130,18,0,13335,0.4,38,8/3/1995 10:17
359786,0,1,120,130,3,0,1411,0.35,5,4/11/1998 9:19
359789,0,1,120,130,12,0,16100,0.39,15,12/4/2001 3:17
359899,0,2,120,130,11,0,9042,0.16,17,8/4/2001 11:42
359903,0,0,120,130,6,0,86429,0.38,19,12/15/1998 9:55
359905,0,0,120,130,22,0,30055,0.72,41,1/14/1999 10:37
359906,2,3,12,130,10,0,6793,0.31,23,7/21/1986 11:45
359970,0,0,32,130,12,0,61977,0.59,32,8/18/1998 12:18
360022,0,1,25,130,8,0,17465,0.95,26,10/2/1990 1:49
360157,0,0,120,130,12,0,10635,0.47,28,12/15/1986 3:56
360185,0,3,120,130,5,0,7044,0.14,6,8/8/2000 9:55
360198,0,0,120,130,18,0,56189,0.89,35,6/3/1990 6:46
360213,0,1,120,130,6,0,12418,0.66,10,5/31/1997 5:26
360230,0,1,120,77,12,1,36081,0.88,14,7/25/2003 11:58
360252,0,1,120,130,15,0,38616,0.76,31,8/2/1990 2:46
360253,0,1,31,130,12,0,49421,0.03,25,2/12/1994 2:13
360283,0,3,39,130,13,0,5911,0.21,22,10/30/1996 10:52
360316,0,3,120,130,9,0,6013,0.51,12,1/23/1998 7:21
360319,0,2,120,130,14,0,10098,0.25,17,7/20/2005 11:44
360324,0,2,49,130,7,0,3628,0.26,13,12/3/2001 5:42
360350,0,0,120,130,10,0,14340,0.71,26,4/10/1989 10:54
360380,0,0,120,130,14,0,25716,0.55,36,11/24/1997 1:47
360407,0,1,120,130,19,0,3553,0.06,24,4/23/1998 4:29
360414,0,3,120,130,11,0,19604,0.43,16,8/18/2000 2:55
360493,0,2,120,130,9,0,10868,0.38,14,10/19/2004 9:47
360494,1,1,12,130,18,0,36002,0.71,40,7/19/1993 9:48
360501,0,0,30,130,6,0,4508,0.31,15,3/5/1996 9:12
360506,0,0,120,130,10,0,345,0.01,19,8/27/1997 2:02
360521,0,1,120,130,5,0,7779,0.84,11,6/25/1992 12:01
360571,0,1,120,130,11,0,30362,0.46,27,8/13/1994 5:02
360583,0,0,42,130,8,0,9,0,16,3/16/1994 4:37
360677,0,1,120,130,17,0,6628,0.07,49,12/25/1998 5:58
360679,1,2,17,130,10,0,14857,0.31,32,12/22/1992 6:13
360708,0,3,120,130,8,0,583,0.22,30,7/24/1998 9:52
360719,0,1,120,130,15,0,27496,0.33,25,12/21/1998 10:15
360772,0,0,35,130,4,0,3910,0.46,14,11/28/1991 3:29
360794,0,3,120,130,8,0,10,0,20,12/10/2001 1:21
360801,0,0,120,130,4,0,40,0.02,4,11/25/2003 6:21
360894,0,2,29,130,14,0,276,0.01,22,10/28/1997 7:39
360903,0,0,120,130,6,0,4483,0.72,12,1/3/1991 8:55
360906,2,1,12,130,10,0,995,0.02,35,8/18/1982 10:05
360929,0,1,39,130,10,0,15043,0.76,14,8/10/1995 11:47
360984,0,1,120,130,7,0,5027,0.63,11,7/6/2003 8:42
361003,0,2,120,130,9,0,27406,0.41,16,7/4/2002 7:21
361080,0,1,120,130,6,0,28116,0.95,26,11/30/1991 6:25
361086,1,2,21,130,5,0,0,0,9,4/25/2004 8:07
361090,0,0,120,130,27,0,95356,0.58,52,5/22/1976 8:51
361098,1,1,22,130,7,0,3754,0.51,11,12/6/1996 4:49
361107,0,3,49,130,8,0,36475,0.92,28,11/9/1995 10:22
361119,0,2,120,130,7,0,3879,0.08,15,2/16/1977 10:49
361146,0,1,120,130,10,0,12266,0.41,19,1/2/1997 1:39
361161,0,4,120,130,5,0,5503,0.55,31,4/2/1997 4:41
361165,0,0,46,130,4,0,9375,0.94,24,11/16/1998 7:48
361214,0,0,57,130,10,0,8214,0.54,20,9/25/1998 10:23
361215,0,0,61,130,5,0,3015,0.82,10,4/8/1996 10:25
361219,0,0,70,130,8,0,12089,0.65,15,11/19/1999 9:43
361244,2,0,3,130,11,0,15137,0.44,18,5/12/2000 6:03
361282,0,0,120,130,16,0,5368,0.17,28,9/14/2000 8:33
361289,0,1,120,130,4,0,11531,0.77,6,8/15/2000 9:48
361295,0,3,120,130,6,0,10106,0.67,25,3/5/1993 7:29
361356,0,0,120,130,22,0,46055,0.2,45,6/8/1996 1:40
361370,0,0,28,130,11,0,8033,0.73,28,4/2/1986 2:27
361374,0,3,120,130,4,0,1212,0.23,14,2/23/1999 3:30
361375,0,3,120,130,19,0,9632,0.07,50,5/2/1986 5:19
361393,0,0,120,130,4,0,13823,0.8,8,12/16/1994 6:51
361399,0,3,34,130,14,0,6553,0.96,27,9/21/1999 8:19
361400,0,0,39,130,3,0,2614,0.52,9,12/4/2002 7:22
361404,0,3,120,130,8,0,16052,0.88,43,5/15/1995 8:47
361495,0,1,120,130,5,0,0,0,17,7/13/2001 2:05
361522,0,1,120,69,19,1,5585,0.06,36,2/4/1997 2:44
361530,2,3,7,130,16,0,408,0.02,38,11/3/1997 3:42
361549,0,0,72,130,4,0,4693,0.75,8,5/1/1998 5:06
361634,0,3,120,130,9,0,27860,0.89,16,1/27/1999 8:54
361653,0,2,120,111,7,1,5559,0.59,10,5/2/1992 7:56
361687,0,0,120,130,4,0,5028,0.4,11,8/3/2003 8:50
361713,0,3,120,130,8,0,5350,0.88,21,11/27/1998 8:34
361723,0,1,76,130,12,0,22164,0.97,34,8/24/1999 9:56
361726,0,6,120,130,13,0,14494,0.3,37,1/24/1988 11:10
361752,0,0,120,130,5,0,15755,0.89,12,8/13/2001 10:50
361755,0,0,120,130,3,0,2000,0.11,7,11/25/2004 9:56
361781,0,1,120,130,22,0,25965,0.53,49,3/16/2001 10:47
361794,1,0,6,130,11,0,41077,0.6,23,6/30/1998 12:14
361816,0,0,120,130,7,0,14442,0.28,12,2/16/1995 12:12
361849,0,3,120,130,8,0,24216,0.74,31,8/4/1997 2:54
361859,0,2,120,130,5,0,13175,0.47,14,1/15/2001 1:52
361874,0,1,39,130,8,0,11574,0.76,20,1/1/1998 2:21
361904,0,1,120,130,4,0,7740,0.38,4,12/25/2004 4:41
361916,0,0,120,130,16,0,71386,0.12,27,12/1/1986 5:04
361919,0,0,51,130,11,0,34093,0.94,33,11/23/1993 5:51
361939,0,0,120,130,14,0,11437,0.42,28,2/3/2001 11:27
361945,0,2,76,18,5,1,12945,0.77,14,12/27/1998 9:37
362055,1,1,10,130,13,0,11306,0.45,40,10/30/1998 5:23
362098,0,0,37,130,9,0,5617,0.88,13,8/19/2000 3:07
362106,0,0,120,130,9,0,1478,0.1,13,7/20/2000 3:37
362107,1,0,17,130,8,0,8886,0.18,11,10/4/1997 3:40
362114,0,1,35,130,7,0,3273,0.7,19,8/9/2000 4:42
362148,0,0,120,130,7,0,18917,0.33,18,1/4/1992 5:18
362153,6,0,12,130,16,0,2611,0.08,30,9/21/1988 6:34
362159,1,0,18,130,5,0,7020,0.42,8,7/2/1998 6:49
362164,2,0,10,130,12,0,23165,0.32,41,9/27/1987 7:42
362236,0,2,29,130,3,0,0,0,18,6/12/1996 8:26
362265,0,3,120,130,10,0,8272,0.33,17,12/8/2002 12:23
362270,0,1,46,130,8,0,3800,0.22,28,10/5/1997 11:14
362272,0,2,73,130,12,0,13620,0.3,28,9/21/1994 10:44
362277,0,1,120,85,17,1,40726,0.83,35,8/8/1998 11:43
362280,0,0,120,60,6,2,4373,0.81,8,12/8/2002 4:20
362293,0,0,120,130,5,0,23772,0.84,5,6/18/1980 11:04
362309,0,0,120,130,11,0,5490,0.12,12,11/3/2003 12:20
362317,0,1,120,130,6,0,12597,0.63,7,8/24/2005 1:40
362321,0,1,120,130,8,0,4361,0.07,12,10/4/1980 2:02
362365,0,2,120,76,9,1,29381,0.88,18,9/12/1990 5:24
362386,0,0,120,130,4,0,25971,0.67,6,8/1/1998 6:55
362392,0,1,65,130,10,0,2134,0.13,18,11/29/1998 6:45
362393,0,1,120,130,10,0,126302,0.28,36,5/29/1993 8:05
362395,0,0,120,130,15,0,29212,0.63,25,6/21/2000 8:05
362396,0,1,24,130,17,0,27160,0.66,53,1/14/1996 7:00
362421,1,1,21,130,5,0,13363,0.99,21,11/7/1991 2:04
362438,0,3,71,130,13,0,12985,0.23,22,8/27/1999 2:30
362480,2,0,19,130,6,0,3617,0.14,26,6/24/1994 10:19
362498,0,1,120,130,11,0,19572,0.49,30,1/27/1988 12:37
362505,0,1,120,130,5,0,2707,0.13,15,9/16/2001 8:28
362514,0,2,120,130,9,0,0,0,22,5/26/1988 1:00
362523,0,1,45,130,4,0,1878,0.82,14,5/31/2000 4:48
362553,0,1,120,130,10,0,44282,0.61,14,7/15/1999 3:26
362574,0,3,120,130,11,0,12651,0.86,19,10/10/2002 5:12
362592,0,1,66,130,3,0,0,0,25,10/20/2000 9:47
362598,0,1,55,130,15,0,2689,0.15,30,12/5/1997 7:43
362601,1,1,2,130,11,0,5738,0.44,26,3/29/2001 2:35
362608,0,0,120,130,9,0,4922,0.66,11,10/5/2003 10:30
362664,0,0,120,130,10,0,8900,0.49,23,9/24/1988 11:53
362675,0,0,32,130,8,0,27920,0.33,11,9/28/1993 12:35
362682,1,0,3,130,14,0,9931,0.3,22,10/10/1985 1:32
362717,0,0,120,130,4,0,52,0.02,5,10/16/2001 6:33
362721,0,0,120,130,17,0,23176,0.84,36,10/21/2000 8:22
362732,0,1,120,130,9,0,56969,0.9,27,6/11/1993 10:18
362785,0,0,120,130,11,0,23218,0.3,16,2/21/1995 10:12
362787,0,0,34,130,9,0,388,0.06,26,11/21/1983 10:19
362803,1,0,10,130,14,0,4170,0.59,32,8/15/1996 7:44
362809,0,1,56,118,25,1,23555,0.6,45,11/27/1999 12:34
362838,0,3,120,130,10,0,836,0.09,13,1/1/1999 3:35
362851,0,1,120,130,8,0,2042,0.14,10,5/29/2005 6:39
362852,0,1,120,130,4,0,185,0.02,6,1/5/2004 5:37
362888,0,0,120,130,10,0,25853,0.42,20,10/25/1994 1:36
362934,0,1,36,130,7,0,3430,0.25,9,8/14/2002 10:11
362937,0,0,120,130,9,0,20133,0.77,28,12/20/1996 7:49
362946,1,0,18,130,15,0,6713,0.6,31,2/20/1984 9:41
362948,0,3,120,130,8,0,3234,0.98,26,3/19/1996 7:56
362952,2,1,4,130,5,0,4901,0.59,12,2/1/1994 11:42
362970,0,0,42,130,7,0,18810,0.6,16,10/9/1997 12:56
363007,0,1,120,130,19,0,30067,0.62,41,9/27/1988 4:32
363071,0,0,120,130,10,0,4658,0.11,14,8/15/1996 8:26
363077,1,0,14,130,13,0,3425,0.06,29,3/6/1987 8:00
363092,0,1,52,130,7,0,69937,0.98,30,6/7/1992 11:08
363131,0,1,120,130,8,0,12216,0.57,10,8/6/1998 8:21
363161,0,0,26,130,9,0,5432,0.51,14,11/14/1996 11:38
363233,0,2,120,130,8,0,89156,0.99,19,12/9/1997 3:14
363247,0,0,120,130,8,0,23958,0.87,34,7/27/2000 7:21
363252,0,0,120,130,7,0,4975,0.21,26,7/30/1988 1:52
363271,0,1,120,130,10,0,46663,0.47,30,4/6/1987 8:10
363281,0,0,42,55,6,1,4332,0.99,23,11/30/1993 8:08
363291,0,1,120,130,4,0,495,0.05,17,11/16/1990 8:48
363328,0,1,120,130,16,0,28473,0.27,45,3/10/1998 6:10
363367,0,1,29,130,6,0,6372,0.96,16,9/27/1994 10:29
363389,0,0,120,130,7,0,47039,0.9,25,2/13/1997 10:57
363405,0,1,120,130,6,0,12376,0.97,9,10/10/2003 12:44
363410,0,1,120,130,10,0,20892,0.33,32,8/17/1997 9:10
363433,3,1,7,130,10,0,4339,0.14,15,11/30/1999 2:00
363457,0,3,74,130,11,0,94699,0.54,27,11/1/1988 3:23
363512,0,0,120,115,5,1,13103,0.54,32,12/21/1995 8:13
363517,0,0,120,130,7,0,14869,0.47,12,9/20/2001 9:59
363578,0,0,120,130,21,0,28631,0.55,49,9/11/1980 9:21
363590,0,0,120,130,13,0,12941,0.97,63,6/4/1999 9:11
363593,0,2,120,130,16,0,10516,0.2,24,11/18/1997 6:31
363596,0,0,120,130,7,0,5263,0.49,17,1/30/2000 8:38
363609,0,1,120,130,15,0,13853,0.73,31,1/9/1981 10:36
363631,0,2,80,130,5,0,3567,0.66,14,9/10/1986 12:02
363640,0,0,34,130,5,0,2707,0.56,20,2/4/1999 11:34
363675,3,2,11,130,12,0,7198,0.29,26,3/1/2000 11:45
363677,0,0,120,130,8,0,21626,0.64,33,4/8/1987 2:48
363683,0,2,53,130,13,0,51489,0.78,34,6/30/1994 3:24
363699,0,3,120,130,13,0,25717,0.34,34,3/2/1994 4:05
363701,0,3,41,130,14,0,52639,0.79,38,10/7/1998 5:31
363758,0,2,120,130,18,0,73534,0.32,30,3/12/1998 7:09
363763,0,0,67,130,6,0,1262,0.42,13,7/19/2002 8:24
363765,1,0,22,130,4,0,1434,0.14,13,9/27/2000 8:26
363803,0,1,29,130,7,0,5104,0.44,13,1/2/1994 10:05
363809,1,1,9,130,9,0,13417,0.31,18,7/22/1990 11:07
363811,0,0,120,130,9,0,84236,0.05,23,11/20/1984 10:30
363828,0,4,40,130,18,0,2796,0.06,49,6/17/1991 12:20
363852,0,1,120,86,12,1,19270,0.97,22,8/17/1985 2:16
363853,0,1,120,130,3,0,4980,0.55,7,5/4/2005 2:16
363859,0,3,120,130,5,0,7333,0.72,6,8/3/2005 12:32
363865,0,0,120,130,6,0,5091,0.57,12,10/12/2003 3:29
363933,0,7,120,130,19,0,507,0,47,3/21/1985 3:42
363955,0,2,120,130,5,0,5783,0.25,11,8/31/1994 9:32
363961,0,1,37,130,5,0,111055,0.87,27,4/13/1992 10:31
364009,1,0,23,130,4,0,10870,0.81,13,8/10/1998 3:55
364075,1,0,11,130,11,0,4121,0.71,23,10/29/2000 7:56
364089,0,1,32,130,13,0,9273,0.2,18,3/12/2004 9:46
364148,0,0,120,130,6,0,14020,0.39,18,4/30/1995 11:37
364154,0,3,120,130,4,0,0,0,11,7/22/1996 8:15
364203,0,1,120,130,5,0,1175,0.22,5,10/4/2005 12:13
364254,0,2,37,130,7,0,3943,0.12,24,10/25/2001 10:23
364256,0,1,120,130,5,0,18273,0.85,22,8/12/1998 10:41
364268,0,3,120,130,7,0,2221,0.34,11,11/18/1999 12:32
364280,0,1,120,130,12,0,14922,0.44,15,5/12/2004 11:52
364291,0,1,120,130,15,0,26282,0.69,23,9/13/1999 7:14
